Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Configured Variants (product.metafields.nvzn.configured_ars),EasyFlow Product options (product.metafields.product_options.options),SEO Hidden (product.metafields.seo.hidden),Backrest type (product.metafields.shopify.backrest-type),Bed/Frame features (product.metafields.shopify.bed-frame-features),Building board material (product.metafields.shopify.building-board-material),Color (product.metafields.shopify.color-pattern),Foundation material (product.metafields.shopify.foundation-material),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mounting type (product.metafields.shopify.mounting-type),Seat type (product.metafields.shopify.seat-type),Suitable location (product.metafields.shopify.suitable-location),Tableware material (product.metafields.shopify.tableware-material),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Israel,Price / Israel,Compare At Price / Israel,Status
wily-כיסא-אוכל-מודרני-במבצע,WILY | כיסא אוכל מודרני במבצע,"<div class=""product-block"">
<div class=""rte"">
<div class=""product-block"">
<div class=""rte"">
<div class=""product-block"">
<div class=""rte"">
<p>כיסא אוכל מודרני במבצע – שילוב מושלם של עיצוב חדשני ונוחות מירבית. הכיסא עשוי מחומרים איכותיים המתאימים לכל פינת אוכל בסגנון עכשווי. עכשיו במחיר מיוחד לזמן מוגבל – הזדמנות לחדש את הבית בסטייל ובחיסכון.</p>
<p><b><span style=""vertical-align: inherit;"">מפרט טכני:</span></b></p>
<ul>
<li style=""font-weight: 400;"">
<span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">ארץ ייצור - </span></span><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">ישראל</span></span>
</li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">אחריות - 12 חודשים</span></span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">בד דוחה כתמים</span></span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">100% מיקרופייבר</span></span></li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>",7,Home & Garden > Kitchen & Dining > Tableware > Serveware > Cake Boards,"",thomas,true,צבע לבחירה,תכלת,,,,,,,,,1000.0,shopify,0,continue,manual,490.00,790.00,true,true,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_4.jpg?v=1744028958,1,"",false,FRENKO | כיסא אוכל מודרני,,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_4.jpg?v=1744028958,kg,,,true,,,active
wily-כיסא-אוכל-מודרני-במבצע,,,,,,,,,שחור,,,,,,,,,1000.0,shopify,0,continue,manual,490.00,790.00,true,true,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/3-Photoroom_2.jpg?v=1744029266,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/4-Photoroom_2.jpg?v=1744029288,kg,,,,,,
wily-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/1_ca5e2b87-274c-440a-8ab9-6d126b7ad9ae.jpg?v=1744029288,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wily-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/4-Photoroom_2.jpg?v=1744029288,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wily-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/6.jpg?v=1744029301,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muli-כיסא-אוכל-מודרני-במבצע,MULI | כיסא אוכל מודרני במבצע,"<div class=""product-block"">
<div class=""rte"">
<div data-mce-fragment=""1"" class=""product-block"">
<div data-mce-fragment=""1"" class=""rte"">
<div data-mce-fragment=""1"" class=""product-block"">
<div data-mce-fragment=""1"" class=""rte"">
<p data-mce-fragment=""1"">כיסא אוכל מודרני זה משלב עיצוב אלגנטי עם נוחות מקסימלית, המתאים לכל פינת אוכל. המושב המפנק והריפוד העדין מבטיחים חוויית ישיבה נעימה וממושכת. בזכות החומרים האיכותיים והבניה הקפדנית, הכיסא נשאר עמיד ומרשים לאורך זמן.</p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">מפרט טכני:</span></b></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"" style=""font-weight: 400;"">
<span data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">ארץ ייצור - </span></span><span data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">ישראל</span></span>
</li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">אחריות - 12 חודשים</span></span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">בד דוחה כתמים</span></span></li>
<li data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""font-weight: 400;""><span data-mce-fragment=""1"" style=""vertical-align: inherit;"">100% מיקרופייבר</span></span></li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>",7,Home & Garden > Kitchen & Dining > Tableware > Serveware > Cake Boards,"",thomas,true,Title,Default Title,,,,,,,,,1000.0,shopify,0,continue,manual,490.00,790.00,true,true,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/1-Photoroom_2_d4ecc6cb-ca6e-4173-8c06-d0f0f65a67ac.jpg?v=1744028632,1,"",false,FRENKO | כיסא אוכל מודרני,,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
muli-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_3.jpg?v=1744028632,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muli-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/5_48662040-1549-412d-bff0-28c0ad498aa8.jpg?v=1744028632,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muli-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/3-Photoroom_1.jpg?v=1744028632,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rony-כיסא-אוכל-מודרני-במבצע,RONY | כיסא אוכל מודרני במבצע,"<div class=""product-block"">
<div class=""rte"">
<div class=""product-block"">
<div class=""rte"">
<div class=""product-block"">
<div class=""rte"">
<p>כיסא אוכל מודרני במבצע – פתרון אלגנטי ונוח לפינת האוכל שלך. בזכות עיצוב נקי ומוקפד, הוא משתלב בקלות עם כל סגנון עיצוב – מודרני, סקנדינבי או תעשייתי. ריפוד איכותי, רגליים יציבות וגימור מרשים – עכשיו במחיר מבצע שווה במיוחד!</p>
<p><b><span style=""vertical-align: inherit;"">מפרט טכני:</span></b></p>
<ul>
<li style=""font-weight: 400;"">
<span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">ארץ ייצור - </span></span><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">ישראל</span></span>
</li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">אחריות - 12 חודשים</span></span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">בד דוחה כתמים</span></span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">100% מיקרופייבר</span></span></li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>",7,Home & Garden > Kitchen & Dining > Tableware > Serveware > Cake Boards,"",thomas,true,צבע לבחירה,לבן,,,,,,,,"",1000.0,shopify,0,continue,manual,490.00,790.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/4-Photoroom_1.jpg?v=1744027440,1,"",false,FRENKO | כיסא אוכל מודרני,,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/4-Photoroom_1.jpg?v=1744027440,kg,,,true,,,active
rony-כיסא-אוכל-מודרני-במבצע,,,,,,,,,קרם,,,,,,,,"",1000.0,shopify,0,continue,manual,490.00,790.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/1-Photoroom_1_7d39a003-d603-4a51-bdad-2973111c18c6.jpg?v=1744027626,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/1-Photoroom_1_7d39a003-d603-4a51-bdad-2973111c18c6.jpg?v=1744027626,kg,,,,,,
rony-כיסא-אוכל-מודרני-במבצע,,,,,,,,,שחור,,,,,,,,"",1000.0,shopify,0,continue,manual,490.00,790.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/3-Photoroom_9785a3c3-387a-4447-b192-b665ad2c0548.jpg?v=1744027871,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/3-Photoroom_9785a3c3-387a-4447-b192-b665ad2c0548.jpg?v=1744027871,kg,,,,,,
rony-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/66.jpg?v=1744027871,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rony-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_2.jpg?v=1744027873,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rony-כיסא-אוכל-מודרני-במבצע,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/5_14976c8b-3f06-4b65-be21-1bf5de4143d6.jpg?v=1744027873,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,"LUNI | סט שולחן אוכל נפתח עד 260 ס""מ כולל 6 כיסאות","<div style=""opacity: 1; transform: translateY(-4px);"" class=""accordion__content"">
<div class=""prose"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-model-slug=""gpt-4o"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" dir=""auto"" data-message-id=""f2798500-1987-41a0-ad72-f29d0ff0b722"" data-message-author-role=""assistant"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words dark"">
<p class="""" data-end=""259"" data-start=""0"">סט שולחן אוכל מרהיב עם פלטת פורצלן בגוון אלון טבעי משלב בין עיצוב יוקרתי לפונקציונליות יומיומית. השולחן מגיע עם שישה כסאות תואמים בעיצוב ארגונומי, המעניקים נוחות מקסימלית וחוויית ישיבה נעימה. אידיאלי לאירוח, לארוחות משפחתיות ולשדרוג מראה הבית באלגנטיות טבעית.</p>
</div>
</div>
</div>
</div>
<div class=""flex justify-start""><br></div>
<p><strong>מידות</strong><strong>:</strong></p>
<ul>
<li>אורך -180 ס""מ</li>
<li>גודל לאחר פתיחה - 260 ס""מ<br>
</li>
<li>רוחב - 90 ס""מ</li>
<li>גובה פלטה מהרצפה - 76 ס""מ<br>
</li>
</ul>
<p><strong>מפרט טכני</strong><strong>:</strong></p>
<ul>
<li>ארץ ייצור - <span style=""font-weight: 400;""><span style=""vertical-align: inherit;""></span></span><span style=""font-weight: 400;""><span style=""vertical-align: inherit;"">ישראל</span></span><br>
</li>
<li>אחריות - 12 חודשים</li>
<li>פורצלן בצבע אלון טבעי</li>
<li>רגליים מברזל</li>
</ul>
</div>
</div>",8,Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Dehydrators,"","",true,טופ שולחן לבחירה,פורצלן בצבע אלון טבעי,,,,,,,,"",1000.0,shopify,0,deny,manual,6000.00,12890.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_1.jpg?v=1743771432,1,"",false,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2-Photoroom_1.jpg?v=1743771432,kg,,,true,,,active
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,,,,,,,,,גרניט פורצלן אובסידיאן נואר,,,,,,,,"",1000.0,shopify,5,deny,manual,6000.00,12890.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/2_dc741b1a-b6ec-47bd-ba77-aff230f71b90.jpg?v=1743771531,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/IMG-0515.webp?v=1744640895,kg,,,,,,
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,,,,,,,,,גרניט פורצלן ערפל כסף,,,,,,,,"",1000.0,shopify,0,deny,manual,6000.00,12890.00,true,true,"",https://cdn.shopify.com/s/files/1/0827/0453/1744/files/1_6ca3212e-22d0-4c2e-8027-49de4519fb46.jpg?v=1743771575,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/WhatsAppImage2025-04-02at13.56-Photoroom.webp?v=1744640988,kg,,,,,,
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/IMG-0515.webp?v=1744640895,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/WhatsAppImage2025-04-02at13.56-Photoroom.webp?v=1744640988,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luni-סט-שולחן-אוכל-נפתח-עד-230-סמ-כולל-6-כיסאות,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0827/0453/1744/files/6d4abca6-87ca-4352-a8dd-342b96af9f68-Photoroom.webp?v=1744640988,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
